Image,Ratings,Price,Description
"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",2,"$699
00","AMD Ryzen Graphics: The AMD Ryzen 5000 Series Mobile Processor accelerates both work and play with immersive entertainment and smooth image and video editing all at the fingertips.
Thin Bezel Display: The 15-inch FHD display fully expands your screen estate enhancing your productivity and workflow.
MSI Center: Take optimization to the next level with easily adjustable system modes and resources for a wide range of scenarios and needs.
Hi-Res Audio: With the ability to support up to 24bit / 192kHz sampling, hear audio the way it was truly intended."
"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",2.6,,"NVIDIA GeForce RTX 3070 Laptop GPU 8 GB GDDR6 wth Boost Clock 1290 MHz, Maximum Graphics Power 100 W
NVIDIA DLSS for groundbreaking AI rendering
10th Gen Intel Core i7-10870H (2.2GHz), 16 GB RAM, 512 GB PCIe SSD
15.6"" 4K/UHD 3840x2160 Samsung AMOLED Display, 3mm Ultra-thin Bezel
Full HD 144Hz Wide Viewing Angle IPS-level Display
X-Rite Pantone Certified Display, individually factory calibrated
WINDFORCE Infinity Next-Gen Cooling for Laptop, 16.7M Colors Backlight Keyboard"
"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 249]
  [255 254 254]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 250]
  [255 254 254]
  [254 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 254]
  [255 255 253]
  [252 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",2.4,"$179
00","AMD 3015e Processor (1.20 GHz, up to 2.30 GHz Max Boost, 2 Cores, 4 Threads, 4 MB Cache)
Windows 10 Pro 64, 14.0” HD (1366 x 768) anti-glare, 220 nits
Integrated AMD Radeon Graphics
4 GB DDR4 1600MHz (Soldered)
64 GB eMMC"
"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [246 246 246]
  [242 242 242]
  ...
  [243 243 243]
  [245 245 245]
  [254 254 254]]

 [[253 253 253]
  [247 247 247]
  [246 246 246]
  ...
  [246 246 246]
  [246 246 246]
  [253 253 253]]

 [[252 252 252]
  [251 251 251]
  [249 249 249]
  ...
  [249 249 249]
  [249 249 249]
  [252 252 252]]]",2.1,"$695
62","Intel Core i5 2.40 GHz processor provides great performance, immersive multimedia and rapid loading of programs
8 GB memory is ready to run powerful programs with efficient multitasking
The 14"" 1366 x 768 screen provides a great movie watching experience"
"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[251 255 255]
  [250 255 255]
  [253 255 255]
  ...
  [255 255 255]
  [249 255 253]
  [253 255 253]]

 [[251 255 255]
  [252 255 255]
  [254 255 254]
  ...
  [252 255 255]
  [252 255 255]
  [255 254 255]]

 [[255 254 255]
  [254 255 252]
  [254 255 251]
  ...
  [252 255 255]
  [255 254 255]
  [255 252 255]]]",2,"$647
20","14"" THIN BEZEL Full HD IPS-Level 60Hz 45%NTSC
Intel Core i5-1155G7 2.5-4.5 GHz
8GB (8GB*1) DDR4 3200MHz | 1 Socket; Max Memory 32GB
512GB NVMe SSD"
"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [206 206 208]
  [213 213 213]
  [250 250 250]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [179 179 181]
  [181 181 181]
  [220 220 220]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [186 186 188]
  [192 192 192]
  [215 215 215]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",1,"$269
99","Powered by the Intel Celeron N4020 Processor 1.1 GHz (4M Cache, up to 2.8 GHz, 2 cores)
Durable build with Military grade standard MIL- STD 810H US with weight at 2.73 lbs
64GB eMMC and 4GB RAM, Wi-Fi 5 + Bluetooth 5.1
11.6 inch HD 1366x768 anti-glare NanoEdge Display
Up to 13-hour battery life (Battery life vary by working conditions)
1x audio jack, 2x USB Type-C (Gen 1) ports, 2x USB 3.2 Type-A (Gen 1), Micro SD Card reader
Chromebook runs on Chrome OS and has the Google apps. You can edit, download, and convert Microsoft Office files in Google Docs, Sheets and Slides."
"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[253 253 253]
  [254 254 254]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[254 254 254]
  [255 255 255]
  [255 255 255]
  ...
  [254 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [254 255 255]
  [255 255 255]
  [255 255 255]]]",1,"$2,841
02","NVIDIA 30 Series GPU: NVIDIA GeForce RTX 3080 Ti Laptop GPU 16GB GDDR6, Boost Clock 1125MHz, Maximum Graphics Power 105 W
Intel 12th Gen Ready: 12th Gen Intel Core i9-12900H
DDR5 Ready: DDR5 4800 32GB*2, 2x DDR5 Slots - Max 64GB, 2TB Storage
Cutting-Edge Display: 16"" Thin Bezel 4K/UHD+ 3840x2400 Samsung AMOLED Display, VESA DisplayHDR 500, 100% DCI-P3, X-Rite Factory Calibration & Pantone Validated Dual Certification
Next Gen Interface: Windows 11 Pro, Intel Wi-Fi 6E AX210 (Gig+), Bluetooth V5.2"
"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [177 177 177]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",1,"$1,360
58","Powered by Intel's 12th Gen 12-Core CPU: With PCIe Gen4 performance and LPDDR5 memory with speeds of 4800MHz, the Intel i7-1260P 12-Core processor is able to keep producTivity at an all Time high while on the move.
Get Up To Date: Hit the ground running with the all new Windows 11 Pro perfect for at home use or running a business.
Elevate Creativity & Productivity: With Intel Iris Xe dedicated graphics experience amazing HD video capabilities for work, home & remote learning. With support for up to 3 simultaneous 4K HDR displays, immerse yourself in your favorite content.
Unreal Immersion: Experience visuals so mesmerizing it's like you're actually there. With the 16:10 Golden Ratio QHD+ 60Hz Touch Screen Display and MSI Pen create on the go.
Ultra Thin 2-in-1 with 360° Hinge: Enjoy the high performance and reliability with long-lasting battery life, fast-charging technology and a 360° folding feature, be more productive without worrying about notebook constraints."
"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",1,"$1,354
41","Processor Manufacturer: Intel
Processor Type: Core i5
Processor Generation: 11th Gen
Processor Model: i5-1145G7
Processor Core: Quad-core (4 Core)"
"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [253 253 253]
  ...
  [251 251 251]
  [253 253 253]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [254 254 254]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",1,$229.99,"15inch Diagonal, FHD (1920 x 1080), Micro-edge, BrightView Display, AMD Graphics
AMD Athlon Processor Up to 3.1GHz, 4GB RAM, 128GB SSD
1x USB Type C, 2x USB Type A, 1x HDMI, 1x Headphone/Microphone Jack, SD Card Reader
Super-fast Wifi and Bluetooth 5, HD Webcam
Windows 11 OS, AC Charger Included, Dale Silver Color"
"[[[250 250 250]
  [159 159 160]
  [122 122 123]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[126 126 128]
  [  8   8  10]
  [  0   0   0]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[102 102 104]
  [ 12  12  14]
  [  9   9  11]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",1,"$2,277
54","Intel Core i5 2.70 GHz processor provides great performance, immersive multimedia and rapid loading of programs
With 16 GB of memory, users can run many programs without losing execution
Exceptionally large 17"" diagonal display provides 1920 x 1200 resolution
With Windows 10 Pro edition, enjoy your favorite content all at once on a larger view edge browser. Share your thoughts with the world by writing directly on web pages.
512 GB SSD is enough to store your essential documents and files, favorite songs, movies and pictures"
