Image,Ratings,Price,Description
"[[[217 212 214]
  [121 119 126]
  [114 112 119]
  ...
  [118 120 120]
  [121 122 122]
  [207 209 208]]

 [[118 118 116]
  [ 10  14  15]
  [ 24  25  31]
  ...
  [ 23  30  27]
  [ 18  20  19]
  [ 96  98  97]]

 [[105 106 103]
  [ 29  32  32]
  [ 51  44  69]
  ...
  [ 50  49  63]
  [ 37  39  39]
  [ 89  90  89]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",4.1,,"Optimize eye comfort with ComfortView Plusi, an always-on, built-in screen that reduces potentially harmful blue light emissions while delivering excellent color accuracy.
See consistent, vibrant colors across a wide viewing angle enabled by In-Plane Switching (IPS) technology. With 99% sRGB coverage, you get precise color right out of the box.
Hide cords in the monitor riser to keep things organized. This sleek monitor has a three-sided ultrathin bezel, small base and an improved, easy-to-use cable management system.
Easily connect to a variety of devices with extensive connectivity ports, including DisplayPort, HDMI, VGA and 4x SuperSpeed USB 5Gbps.
Easily share and deliver content via quick-access ports conveniently placed at the front of the display."
"[[[164 165 166]
  [113 114 116]
  [120 121 123]
  ...
  [ 87  86  90]
  [ 78  79  79]
  [123 123 122]]

 [[102 103 105]
  [ 29  30  32]
  [ 39  40  42]
  ...
  [ 15  12  15]
  [  6   7   7]
  [ 58  58  58]]

 [[108 109 111]
  [ 46  47  49]
  [ 58  59  61]
  ...
  [ 24  23  24]
  [ 19  19  20]
  [ 68  68  68]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",4.7,"$181
99","TRUE COLOR PRESERVATION: The IPS Panel and 178˚ viewing angle help maintain vivid color, tones, and shades across every inch of the ultrawide desktop screen
VIRTUALLY BORDERLESS DESIGN: Minimal bezel brings maximum concentration; Virtually borderless screen displays the full picture and looks almost gapless when used in a dual monitor setup
ALL DAY EYE CARE: Eye Saver Mode reduces blue light emissions to help promote better concentration and productivity, while Flicker Free technology removes tiring and irritating screen flicker
ECO SAVING PLUS: Achieve power-consumption reductions while still maintaining picture quality; It adjusts the brightness of the screen's black sections while simultaneously adjusting the RGB gain values, so the screen looks just as bright as you remember
AMD FREESYNC: Play videos without screen tearing so nothing distracts you; The T37F computer monitor maximizes business productivity so you can handle work tasks easily
75Hz REFRESH RATE: All the action looks flawless with a 75 Hz refresh rate that delivers a more fluid picture; Everything you watch and play is smooth with virtually no lag or ghosting effect, so you don't miss a moment in exciting scenes
GAME MODE: Instantly optimize screen contrast for a competitive edge while gaming; By selectively boosting contrast in scenes, Game Mode reveals more detail in dark areas to let you spot your enemies faster"
"[[[251 250 247]
  [212 208 212]
  [176 170 182]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[202 207 201]
  [ 47  47  49]
  [  6   4  15]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[134 149 142]
  [ 12  18  20]
  [ 43  41  52]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",4.6,"$109
97","1800R curve monitor the curved display delivers a revolutionary visual experience with a leading 1800R screen curvature as the images appear to wrap around you for an in depth, immersive experience
Hdmi, VGA & PC audio in ports
High refresh rate 75Hz.Brightness (cd/m²):250 cd/m2
Vesa wall mount ready; Lamp Life: 30,000+ Hours
Windows 10 Sceptre Monitors are fully compatible with Windows 10, the most recent operating System available on PCs.Brightness: 220 cd/M2
Pixel Pitch: 0.27156mm (H) x 0.27156 mm (V)
75 hertz"
"[[[254 254 254]
  [240 240 240]
  [179 179 179]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [162 162 162]
  [ 29  29  29]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [155 155 155]
  [ 34  34  34]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",4.5,"$149
97","IPS Panel: The IPS (In-Plane Switching) panel cannot be beat when it comes to consistently delivering top color performance and sharp visibility from multiple viewing angles.
165Hz Refresh Rate: Pushing beyond the standard refresh rate, 165Hz gives gamers an edge in visibility as frames transition instantly, leaving behind no blurred images.
Response Time 1ms MPRT: With 1ms MPRT, motion blur is eliminated and exceptionally crisp imagery is visible in the midst of chaotic combat.
320 Brightness: Remarkably vivid colors illuminate the screen like never before with 320 cd/m² brightness.
Blue Light Shift: Blue Light Shift reduces blue light, allowing you to comfortably work, watch, or play applications without straining your eyes."
"[[[251 250 252]
  [180 179 185]
  [171 170 175]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[143 142 148]
  [ 30  29  37]
  [ 24  23  31]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[ 65  64  72]
  [ 49  48  56]
  [ 54  53  61]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",4.6,"$164
97","1500R Curved Display: The 1500R degree curved design immerses you completely into the gaming landscape, allowing you to spot all threats and opportunities before all of your competitors.
98% sRGB: With 98% sRGB, this monitor offers a wider color gamut than most conventional monitors, giving deeper colors and defining features.
Multiple Ports: Two HDMI and one VGA port each accelerate refresh rate up to 75Hz, providing the visual edge you need to defeat the competition during all of your gaming exploits.
Adaptive Sync: Adaptive Sync is a technology that closes the gap between the graphics card's and the monitor's refresh rates, eliminating image tearing and stuttering in the process.
Built-in Speakers: Perfectly suited to work & gaming settings, built-in speakers deliver robust & smooth audio while saving space on your desk.
Blue Light Shift: Blue Light Shift reduces blue light, allowing you to comfortably work, watch, or play applications without straining your eyes.
Tiltable Display: A display that tilts 15° backward and 5° forward allows you to find a sweet spot that bridges clarity and comfort."
"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [190 191 193]
  [250 250 250]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [ 62  62  66]
  [ 99  99 101]
  [217 217 217]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [ 90  91  95]
  [ 79  79  82]
  [159 159 161]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",5,"$139
63","16:9 widescreen resolution perfect for watching movies, playing video games and getting on with office work
LED backlight technology provides for industry-leading low power consumption and less hazardous materials
Enjoy crisp content and energetic hues with the 250 Nit brightness"
"[[[186 186 184]
  [111 111 109]
  [111 111 109]
  ...
  [ 71  71  69]
  [ 95  95  93]
  [223 223 222]]

 [[107 107 105]
  [ 67  67  65]
  [ 71  71  69]
  ...
  [ 15  15  13]
  [  4   4   3]
  [125 125 123]]

 [[107 107 105]
  [ 73  73  71]
  [ 77  77  75]
  ...
  [ 23  23  21]
  [ 13  13  11]
  [105 105 103]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",4.5,"$89
77","21.5"" Full HD (1920 x 1080) Widescreen TN Display
Response Time: 5ms
Pixel Pitch: 0.248mm
Signal inputs: 1 x HDMI & 1 x VGA
VGA cable included"
"[[[203 204 203]
  [119 121 120]
  [123 123 126]
  ...
  [124 124 126]
  [123 122 125]
  [203 202 205]]

 [[103 105 104]
  [ 22  23  24]
  [ 35  35  39]
  ...
  [ 36  36  41]
  [ 24  23  29]
  [102 102 105]]

 [[ 99 100 102]
  [ 43  44  47]
  [ 56  57  62]
  ...
  [ 55  57  61]
  [ 43  42  47]
  [ 99  99 102]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",4.9,"$318
96","Package Dimensions: 7.48 Lx 24.01 Hx 21.03 W (inches)
Package Weight: 21.21 pounds
Country of Origin : China"
"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",4.6,"$299
00","5-INCH 1000-nit SCREEN: With a stunning 5-inch 10-bit HDR or SDR display, the Shinobi monitor allows you to see your images clearly in daylight on the 1000nit screen featuring a special Anti-Reflective coating and Anti-fingerprint technology
REVOLUTIONARY FEATURES: Shinobi utilizes revolutionary Atomos 10 platform and is packed with an extensive suite of scopes and simple one-touch operations. It includes monitoring tools for focus, framing, and exposure, including Focus Peaking, 4:1 / 2:1 / 1:1 Zoom, Zebra, False Color, Frame Guides, SMPTE Safe Area, Waveform, RGB parade, vectorscope, and a flexible 3D and 1D LUT, Profile and Preset support and options for anamorphic desqueeze monitoring
ANALYSIS VIEW: We understand how important it is to see what you’re shooting at all times. With the Analysis view feature you can simultaneously see what you are shooting, view a waveform, histogram, and vectorscope, ensuring complete control of your image. You can even switch between different options on the fly with a single touch
HDR IN THE FIELD: The Shinobi screen displays a stunning 10+ stops of dynamic range in realtime from Log/PQ/HLG signals. Combined with the unique HDR monitoring features, the Shinobi simplifies the complexities of shooting Log and HDR, helping you to replicate post-production workflows at the moment when it matters the most while shooting. The technology is being taken care of so you can focus on the story telling
REALTIME LUTS PREVIEW: Apply and compare looks for post-production in SDR or HDR from your favorite LUTs for your camera. This monitor allows you to load up to eight custom LUTs at any time via the SD Card Slot and instantly select between them, maintaining creative intent at all times"
"[[[204 209 208]
  [113 113 119]
  [110 110 112]
  ...
  [ 87  86  89]
  [ 89  89  89]
  [196 196 196]]

 [[117 118 120]
  [ 30  30  33]
  [ 50  51  47]
  ...
  [ 19  18  18]
  [  9   9   9]
  [100 100 100]]

 [[105 108 111]
  [ 69  74  74]
  [102 103 103]
  ...
  [ 32  37  31]
  [ 25  25  24]
  [ 95  94  95]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",4.6,"$168
64","24"" 1920x1080 IPS Panel with 75Hz refresh rate delivers crisp, stunning images with a wide viewing angle
A sleek ultra-slim bezel design stands out on any desk. Monitor includes a tilt-adjust stand, while 75x75 VESA support allows you to mount the monitor on a wall or in a multi-monitor setup
Flexible connectivity options including HDMI, and legacy VGA
Eye Saver Mode and Flicker Free technology help to reduce eye strain for a more comfortable work experience, even during long work hours.
1-Year business with extended warranties available for purchase"
